Sentence,Rating,llm_gene_CEFR1,llm_gene_CEFR2,llm_gene_CEFR3,P_CEFR1,P_CEFR2,P_CEFR3,R_CEFR1,R_CEFR2,R_CEFR3,STS_CEFR1,STS_CEFR2,STS_CEFR3,AS_CEFR1,AS_CEFR2,AS_CEFR3,CP_CEFR1,CP_CEFR2,CP_CEFR3,REFEREE_CEFR1,REFEREE_CEFR2,REFEREE_CEFR3,SLEDELTA_CEFR1,SLEDELTA_CEFR2,SLEDELTA_CEFR3,COLA_CEFR1,COLA_CEFR2,COLA_CEFR3,pred_1,pred_2,pred_3
The lack of hair can cause health issues with kittens in the first weeks of life because they can get sick with respiratory infections .,4,Kittens need healthy fur.,Kittens get sick easily if they don't have enough hair.,Kittens need their mother's fur to stay warm and healthy.,0.40155607,0.43575618,0.2925264,0.10357439,0.32184884,0.19641465,0.7135087251663208,0.8582301735877991,0.6731989979743958,0.2786870896816253,0.8353249430656433,0.0700805559754371,0.0,0.0,0.0,0.0805014595389366,0.5858811140060425,0.5977203249931335,2.272632837295532,1.9140903949737549,2.100508451461792,1,1,1,2,3,3
Flamsteed calculated the solar eclipses of 1666 and 1668 .,4,Flamsteed worked out when there would be two eclipses.,Flamsteed found the dates of two solar eclipses.,Flamsteed calculated two solar eclipses in 1666 and 1668.,0.5865792,0.7145104,0.8998034,0.3107387,0.3833693,0.8393716,0.6371756196022034,0.7409619092941284,0.9499101042747498,0.9197908043861388,0.9680765867233276,0.8614462018013,0.0,0.0,0.0,0.3179007172584533,0.8699327111244202,0.6612861752510071,0.8190374374389648,0.6028697490692139,-0.7253193855285645,1,1,1,4,4,4
"The entire synod is divided into 35 districts , usually representing a specific geographic area .",4,There are many areas in the synod.,"There are 35 areas, one from each part of the country.","There are 35 districts in the synod, each covering a certain area.",0.44187036,0.3135274,0.59161973,0.097101584,0.13958175,0.40846393,0.741029679775238,0.5436486601829529,0.919367015361786,0.0502397678792476,0.5781117081642151,0.9717013239860536,0.0,0.0,0.0,0.2730447649955749,0.1209349185228347,0.5891947746276855,3.050955653190613,2.3743280172348022,1.3839229345321655,1,1,1,3,2,3
The oldest khachkars in the cemetery go back to the late 10th century .,4,Some stones are very old.,Some of the old stones in the cemetery were made a long time ago.,Some of the oldest stones in the cemetery were made over 900 years ago.,0.3189723,0.43265522,0.5180573,0.06164814,0.20648023,0.35392952,0.2476537972688675,0.4954852163791656,0.5482847094535828,0.3338465392589569,0.3757687509059906,0.2694421112537384,0.0,0.0,0.0,-0.2254587262868881,0.5104051828384399,0.6255304217338562,1.142148494720459,0.5850019454956055,0.1970164775848388,1,1,1,1,3,3
"The textile and manufacturing sectors across Scotland suffered significant decline in the post-war period and in particular from the 1960s , in the face of greater foreign competition .",4,"After the war, Scottish factories made clothes and things. They couldn't compete with other countries.","After the war, Scotland's factories stopped making things because other countries were making things cheaper.","Scotland's textile and manufacturing industries declined after the war, especially from the 1960s, because of more competition from abroad.",0.34885985,0.3665671,0.70828724,0.17719255,0.22070631,0.5297383,0.7040290832519531,0.6660089492797852,0.9210684895515442,0.6165387034416199,0.0893687531352043,0.981633484363556,0.0,0.0,0.0,0.9029521942138672,0.8066818714141846,0.9368385672569276,3.3352137207984924,2.615449011325836,0.0220963954925537,1,1,1,3,3,3
"s of 2019 , SkyTeam flies to more than 1,150 destinations in more than 175 countries and operates more than 14,500 daily flights .",4,SkyTeam has many flights to many countries every day.,SkyTeam flies to many countries around the world every day.,"SkyTeam flies to over 1,150 places in 175 countries every day.",0.4091652,0.36390975,0.545083,0.0642413,-0.030127412,0.28426352,0.8614334464073181,0.8079932332038879,0.8838905096054077,0.9765539169311525,0.7252410054206848,0.7235945463180542,0.0,0.0,0.0,0.7142652869224548,0.7674580812454224,0.9190900325775146,1.943792700767517,1.515973687171936,1.9996553659439087,1,1,1,2,2,3
"Upon receiving its classification , the depression consisted of a partially exposed low-level center with deep convection occupying the northeastern semicircle .",4,We saw a big cloud in the north.,"When they looked at the pictures, the storm had clouds and rain in the north east.","When we classified the depression , it had a low centre with a lot of cloud and wind in the north-east part.",0.3403603,0.18094368,0.41428855,-0.023291335,-0.028002236,0.26611534,0.284370094537735,0.3278428912162781,0.7185210585594177,0.0431967377662658,0.0535949133336544,0.6508148312568665,0.0,0.0,0.0,0.1699179410934448,0.4596129059791565,0.5606171488761902,4.932259649038315,4.679414361715317,2.6586292684078217,1,1,1,2,3,3
Creos is working towards the national electric vehicle objective that consists of installing 800 public charging stations for electric cars and hybrid plug- in cars across the country by 2020 .,4,Creos wants 800 special car chargers all over the country by 2020.,Creos wants to help the country have more places to charge electric cars.,Creos aims to help the government’s plan to have 800 electric car charging points by 2020.,0.70156705,0.63337135,0.6244827,0.29051098,0.2848493,0.39977962,0.7042032480239868,0.7791061401367188,0.8500798940658569,0.1818066537380218,0.8438494801521301,0.8915367126464844,0.0,0.0,0.0,0.7763851881027222,0.8772569894790649,0.8915725946426392,3.898002833127976,3.5216455161571503,2.998049706220627,1,1,1,3,3,3
"The shot put event was first seen in the Middle Ages , when they would throw cannonballs at their enemies .",4,"Long ago, people fought by throwing things.",People used to throw heavy things as a game in the past.,"In the Middle Ages , people used to throw heavy weights as a form of sport.",0.32419646,0.37622023,0.40538612,0.16297603,0.18755738,0.3381513,0.4608795344829559,0.4567819535732269,0.5108763575553894,0.9298751354217528,0.7294631004333496,0.0708938762545585,0.0,0.0,0.0,-0.0728304833173751,0.2355526834726333,0.4467990100383758,1.286189079284668,1.1322870254516602,-0.3410069942474365,1,1,1,2,3,3
Many of the recurring characters of the series have received traits based on the respective element .,4,Some characters have special abilities.,Some characters in the series get special powers from things like fire or water.,Many characters in the series have traits based on elements.,0.5663596,0.36429533,0.76796967,0.24135886,0.34769052,0.52414525,0.4685420393943786,0.4963034391403198,0.9041274189949036,0.1942274719476699,0.0284841824322938,0.9392837882041932,0.0,0.0,0.0,0.1951113790273666,0.6651743650436401,0.7382146120071411,3.055974900722504,3.184016525745392,0.6214857697486877,1,1,1,2,3,3
The theory of their use in sexual display was first proposed by Davitashvili in 1961 and has gained increasing acceptance since .,4,"People started using flowers to say ""I love you"" a long time ago, and they still do it today.",People think peacocks show off their beautiful tails to find friends.,"In 1961, a scientist suggested that these birds use their tails to attract mates, and many people now agree with him.",0.22619596,0.14875181,0.39451754,-0.021949304,-0.12289728,0.15407313,0.2615327537059784,0.1175213828682899,0.3217113018035888,0.0203782636672258,0.0051951529458165,0.4142417013645172,0.0,0.0,0.0,0.3460085988044739,0.0534121841192245,0.7652608156204224,1.8634129166603088,3.370162785053253,2.0939164757728577,1,1,1,2,3,3
"In their usual habitat , chinchillas live either in burrows , or in crevices of rocks .",4,Chinchillas live in holes or under stones.,Chinchillas live in holes in the ground or in rocky places.,Chinchillas usually live in burrows or under rocks.,0.565043,0.5172713,0.6627654,0.28740636,0.3023176,0.3576111,0.8236960172653198,0.8404729962348938,0.9352689385414124,0.8236490488052368,0.8193198442459106,0.8987699151039124,0.0,0.0,0.0,0.7413483262062073,0.8180107474327087,0.8377848267555237,2.071214199066162,2.067021369934082,1.7235634326934814,1,1,1,3,4,4
The Weeks family began to suffer from a series of family tragedies almost at once after the completion of the house .,4,Bad things happened to the Weeks family after they moved in.,Bad things started happening to the Weeks family after they moved into the house.,Tragedies happened to the Weeks family right after they moved into their new house.,0.5243116,0.58028,0.47640052,0.34463683,0.41744992,0.41909757,0.586161196231842,0.6669647693634033,0.7889722585678101,0.8062654137611389,0.9299360513687134,0.870399534702301,0.0,0.0,0.0,0.5101592540740967,0.7054936289787292,0.6819835901260376,2.384642004966736,1.6514698266983032,-0.3294519186019897,1,1,1,2,3,3
The stockyards became the focal point of the rise of some of the earliest international companies .,4,Big companies started from the stockyards.,Some big companies started in the stockyards.,Stockyards were important for big international companies.,0.6340318,0.59085387,0.5268437,0.36546624,0.3677131,0.36477578,0.7774292826652527,0.8023885488510132,0.8108230233192444,0.7449780702590942,0.8536962270736694,0.689460813999176,0.0,0.0,0.0,0.4323876798152923,0.538985013961792,0.577864408493042,2.5559022426605225,2.308024644851685,1.7020487785339355,1,1,1,2,3,2
"Military decorations , service awards , and medals are often mistakenly confused with one another .",4,Some people get confused about medals and awards.,Some military medals look alike.,"Some people get military decorations , service awards , and medals mixed up.",0.54279923,0.5521721,0.62547815,0.24006282,0.15598714,0.49322087,0.725886344909668,0.7540302872657776,0.846092939376831,0.9751558899879456,0.6111041307449341,0.959119975566864,0.0,0.0,0.0,0.2603735625743866,-0.0488104969263076,0.5792932510375977,1.0326714515686035,1.1263563632965088,1.4133350849151611,1,1,1,3,2,3
"Eventually , the caldera cooled , allowing rain and snow to accumulate and form a lake .",4,"Then, the volcano turned into a lake.",Then the volcano caldera cooled and a lake was formed.,Then the caldera cooled and became a lake.,0.5168022,0.5975532,0.72532415,0.18481709,0.3642795,0.38307676,0.5833585858345032,0.7822867631912231,0.8249799013137817,0.8462804555892944,0.8813720345497131,0.9105821847915648,0.0,0.0,0.0,0.7920917868614197,0.789489209651947,0.647475004196167,3.119135618209839,2.047463893890381,2.693124294281006,1,1,1,3,4,4
The meaning and intent are sometimes mirrored in different terms .,4,They mean the same as other words.,Meaning and intention can be different.,Sometimes the same idea is expressed in different words.,0.33173734,0.5581961,0.34598917,0.15102616,0.29365206,0.28388855,0.5532838106155396,0.6729785799980164,0.6146165728569031,0.0080261584371328,0.947459042072296,0.8014113306999207,0.0,0.0,0.0,0.0507386289536953,-0.0100547084584832,0.1509114950895309,3.2471923828125,0.8943126201629639,1.246328830718994,1,1,1,2,3,3
"Interbrand competition was kept at a minimum , with superstars from all brands competing together only at pay-per-view events .",4,There was no big competition between brands because the best players played together only at special events.,Big stars from famous companies competed together at special events.,Interbrand competition was kept low because superstars from all brands competed together only at special events that you had to pay to watch.,0.51778704,0.44120672,0.66668457,0.33843675,0.21936747,0.6421339,0.6408014297485352,0.50323885679245,0.887803852558136,0.7279148101806641,0.5217254161834717,0.8049792051315308,0.0,0.0,0.0,0.7229560613632202,0.3700310885906219,0.6587727665901184,0.9327534437179564,2.54302191734314,-0.4287580251693725,1,1,1,3,3,3
All organisms studied contain many RNases of many different sorts .,4,All living things have a special helper called RNase.,All living things have special helpers called RNases.,All living things have many types of RNase.,0.17634211,0.20502055,0.56150264,0.15735853,0.16326644,0.52376956,0.6678832173347473,0.7286776900291443,0.7744802832603455,0.189759761095047,0.3185048997402191,0.9123652577400208,0.0,0.0,0.0,0.4676786959171295,0.4211615920066833,0.646078884601593,0.94260835647583,0.7247912883758545,1.214503288269043,1,1,1,2,3,2
"By 1851 , there were 15 asteroids , all but one with their own symbol .",4,"By 1851, people had found 14 small planets.","By 1851, people knew about 15 asteroids, each with its own name.","In 1851 , there were 15 known asteroids , each with its own symbol.",0.55921954,0.6124853,0.7678968,0.16691794,0.3682108,0.6507396,0.6180226802825928,0.8725351691246033,0.970221221446991,0.0607010722160339,0.4283163845539093,0.2322276532649994,0.0,0.0,0.0,0.7136268615722656,0.94317889213562,0.8143570423126221,1.7035233974456787,0.9235432147979736,0.7282750606536865,1,1,1,3,3,4
The nouns and adjectives are created by removing the ending and thus obtaining the root .,4,"To find the root of a word, you take away the last letters.",You get the root by removing the last part of a noun or an adjective.,You get the root of a noun or adjective by taking away the ending.,0.38050976,0.52446866,0.5459561,0.202527,0.41013315,0.4470694,0.6249494552612305,0.8095197677612305,0.8565071225166321,0.7979433536529541,0.976879060268402,0.9616708755493164,0.0,0.0,0.0,0.4448990225791931,0.5296754240989685,0.9202044010162354,2.509068250656128,1.315919041633606,1.4211219549179075,1,1,1,3,4,4
At straight rail 's inception there was no restriction on the manner of scoring .,4,"At first, there were no rules for scoring.","When straight rail started, there were no rules for scoring.","When straight rail started, there were no rules about how to score.",0.5359941,0.6494425,0.6286594,0.34505635,0.46533182,0.4851075,0.7462862133979797,0.926590383052826,0.8944801092147827,0.8734569549560547,0.9270872473716736,0.9329847693443298,0.0,0.0,0.0,0.6224145293235779,0.8096253275871277,0.8461681604385376,3.625845849514008,3.372875273227692,3.2487009167671204,1,1,1,2,3,3
The frequency chosen for measuring candelas is in the visible spectrum near green .,4,We use green light to see how bright something is.,We measure light using the colour green.,We measure light in the green part of the colour spectrum.,0.26120934,0.41197753,0.3677635,0.10027944,0.13453269,0.20165543,0.5237526297569275,0.5491909384727478,0.6315171718597412,0.6232516169548035,0.7754403352737427,0.7280359864234924,0.0,0.0,0.0,0.0248557403683662,0.0238310135900974,0.1160197556018829,3.501381993293762,3.3623701333999634,2.6445549726486206,1,1,1,2,2,3
Derwentwater is very scenic .,4,Derwentwater is nice.,Derwentwater is a lovely lake.,Derwentwater is a beautiful lake.,0.74433887,0.7007938,0.6956202,0.55896866,0.6351595,0.64625937,0.7940744757652283,0.8478006720542908,0.8558497428894043,0.8828892707824707,0.1994706392288208,0.3220564424991607,0.0,0.0,0.0,0.1768753081560135,0.4286052882671356,0.4356386065483093,0.1974945068359375,-0.3948006629943847,-0.5342557430267334,1,1,1,2,2,2
The testes have two primary functions : to produce hormones and to produce sperm .,4,The testes make hormones and sperm.,One testis makes hormones and the other makes sperm.,Testes produce hormones and sperm.,0.75992644,0.47729903,0.5666808,0.35049415,0.30990356,0.22641684,0.8838974237442017,0.7971300482749939,0.8814172744750977,0.982202649116516,0.9695398211479188,0.982049286365509,0.0,0.0,0.0,0.7144613265991211,0.3095247447490692,0.6168859004974365,2.1146183013916016,1.264248013496399,0.970626950263977,1,1,1,4,4,4
The amount of propellant can be measured either in units of mass or weight .,4,You can measure the weight of the propellant.,You can measure the propellant in two ways: by how heavy it is or how much it weighs.,We can measure the propellant in two ways - in mass or weight.,0.69535065,0.43041882,0.6305074,0.40382835,0.4491433,0.56840354,0.8624715209007263,0.8395374417304993,0.9240015149116516,0.9631319642066956,0.8237413763999939,0.8560589551925659,0.0,0.0,0.0,0.0171820484101772,0.7985592484474182,0.5314943194389343,1.853541612625122,1.43420147895813,1.2983696460723877,1,1,1,3,3,4
"In the overnight hours after formation , the storm was disorganized with a shabby and abstracted center of circulation .",4,"After the storm, it disappeared.","After it formed, the storm looked messy.","After the storm formed, it became disorganized and lost its shape.",0.4100878,0.51139975,0.50626475,-0.024786174,0.14234681,0.20592488,0.5381225943565369,0.6961634159088135,0.7204380631446838,0.1381883472204208,0.9102495908737184,0.8417350053787231,0.0,0.0,0.0,0.1963071078062057,0.4695292711257934,0.6679700613021851,3.714996576309204,3.394620180130005,2.5261592864990234,1,1,1,2,3,4
The term gets its name from its use in the parliamentary system of government .,4,This word is from the government.,This term comes from politics.,This term comes from the way it is used in parliaments.,0.3288472,0.68808675,0.6170543,0.08535652,0.32482544,0.5347131,0.6206603050231934,0.681914210319519,0.8562277555465698,0.9195257425308228,0.8609695434570312,0.8211159706115723,0.0,0.0,0.0,0.0795268937945365,0.3587567806243896,0.754797101020813,1.9722590446472168,0.7901158332824707,1.171926498413086,1,1,1,2,3,3
The Classical Period also saw an increase in the use of statues and sculptures as decorations of buildings .,4,Classical buildings had statues and sculptures.,"In ancient times, people used statues to decorate their buildings.","In the Classical Period, buildings were decorated with statues and sculptures.",0.6314742,0.53066,0.6736393,0.28510112,0.46846053,0.5525822,0.8449071049690247,0.7512257695198059,0.9071903228759766,0.9297468066215516,0.9597426056861876,0.9739353060722352,0.0,0.0,0.0,0.533481240272522,0.7446774244308472,0.7642689347267151,2.5518616437911987,2.330342650413513,1.4454768896102903,1,1,1,3,3,3
"After several decades of prosperity , it entered a period of protracted political , military and economic decline .",4,It was successful at first but then had problems.,"It did well for many years, but then it started to get worse.","It was a successful country but then things started to go wrong politically , militarily and economically .",0.3032149,0.4385377,0.4824139,0.042581692,0.17805919,0.44531208,0.2480941712856292,0.4351635873317718,0.590355396270752,0.7661442160606384,0.938969075679779,0.9843822121620178,0.0,0.0,0.0,-0.1588182151317596,0.2579090297222137,0.5871938467025757,3.5883637368679047,3.6703830659389496,1.7684727609157562,1,1,1,2,2,4
"A radar gun , used to measure the speed of cars or balls in sports , is usually calibrated with tuning forks .",4,Police use special tools to check their speed meters.,Radar guns measure speed.,Radar guns use tuning forks to check if they are working correctly.,0.41749105,0.5680031,0.40585944,0.11379914,0.04489222,0.1885457,0.5455542802810669,0.7698385715484619,0.7265188097953796,0.1998761147260666,0.983725130558014,0.5444345474243164,0.0,0.0,0.0,-0.0799604356288909,-0.0276362225413322,0.4848572015762329,1.9029405117034912,1.7546584606170654,1.2294001579284668,1,1,1,3,2,3
Castration is commonly performed on domestic animals not intended for breeding .,4,Some men have surgery so they can't have children.,Some animals are made unable to have babies.,Some male animals are castrated if they will not be used for breeding.,0.26310897,0.364197,0.40216842,0.0679264,0.08805119,0.31466824,0.3075638711452484,0.4864169359207153,0.7676370739936829,0.1698158681392669,0.3904788494110107,0.0528283938765525,0.0,0.0,0.0,0.0354019664227962,0.3451671600341797,0.6818503141403198,2.694631099700928,3.00269103050232,1.4221522808074951,1,1,1,3,3,4
"Great part of his career , he had to deal with defending worshipping god in an environment of the anti-religious doctrine of communism .",4,He helped people who believe in God in a country where they are not allowed to believe in God.,He had to protect his faith because his country did not allow people to pray to God.,He spent most of his career defending his faith in a country where people were not allowed to have any religion.,0.36051023,0.3776366,0.41534168,0.19066875,0.22865309,0.35199466,0.6177114248275757,0.6068810820579529,0.6858682632446289,0.0483988635241985,0.0712529346346855,0.1729785352945327,0.0,0.0,0.0,0.4661541581153869,0.7663790583610535,0.8759927153587341,1.511786937713623,1.5485470294952393,1.0965099334716797,1,1,1,3,3,3
Szeged and surrounding area has been inhabited since ancient time .,4,Many people live in Szeged.,People have lived in Szeged for thousands of years.,People have lived in Szeged and the surrounding area for a long time.,0.075476594,0.3495967,0.3765552,-0.10399072,0.19746096,0.25804156,0.7092059850692749,0.770156979560852,0.8076263666152954,0.0424062088131904,0.5689265727996826,0.9367623925209044,0.0,0.0,0.0,-0.008873195387423,0.5397480130195618,0.7471415996551514,0.9082684516906738,0.77486252784729,0.1474428176879882,1,1,1,2,2,3
"The barn owls ' main characteristic is the heart- shaped facial disc , formed by stiff feathers which serve to amplify and locate the source of sounds when hunting .",4,Owls have a special face . This helps them find food when they hunt.,One of the best things about barn owls is that they have special ears that help them hear well while hunting.,One special feature of barn owls is their round face with special feathers that help them hear.,0.44380254,0.42607936,0.5055745,0.15736489,0.20585096,0.29863673,0.6766055822372437,0.75467449426651,0.7919926047325134,0.0504783280193805,0.0205965433269739,0.5563274025917053,0.0,0.0,0.0,0.6557083129882812,0.9889820218086244,0.8742897510528564,3.699027299880981,2.706449508666992,2.4215338230133057,1,1,1,3,3,3
There exist more complicated algebraic solutions for the general cubic equation and quartic equation .,4,We can solve these problems in other ways.,Some cubic and quartic equations have difficult solutions.,There are complicated solutions for some cubic and quartic equations.,0.3781821,0.6295802,0.70688075,-0.0012023092,0.40572077,0.51045644,0.3082049489021301,0.8575316667556763,0.9087335467338562,0.2022893726825714,0.922028422355652,0.9498337507247924,0.0,0.0,0.0,-0.1497669965028762,-0.1038045138120651,-0.0046568633988499,4.246431535109878,1.401617472991347,0.9532489832490684,1,1,1,2,4,4
There is discussion whether the hotspot is caused by a deep mantle plume or at a shallower depth .,4,Some people think there is heat there for one reason. Some people think it is for another reason.,Some people think the hotspot comes from inside the Earth. Others think it comes from lower down.,There is a debate about what causes the hotspot.,0.163772,0.44368652,0.63762903,-0.03515065,0.2623326,0.22869554,0.334183931350708,0.6973322033882141,0.6792004704475403,0.8899363875389099,0.3088111579418182,0.9449006915092468,0.0,0.0,0.0,0.1238744854927063,0.6676873564720154,0.6372898817062378,3.137534499168396,2.6550217866897583,2.6307159662246704,1,1,1,3,3,3
Most of these positions can be used for either vaginal or anal sex .,4,These positions are good for both men and women.,These positions can be used for sex.,You can use most of these positions for both vaginal and anal sex.,0.3848004,0.7213576,0.74487305,0.3100571,0.4337665,0.7444398,0.6661003828048706,0.8502492904663086,0.9595682621002196,0.0952722802758216,0.9784975647926332,0.9043962359428406,0.0,0.0,0.0,0.6350171566009521,0.5744908452033997,0.7533514499664307,2.4586431980133057,2.5845463275909424,-1.156060665845871,1,1,1,2,2,4
The French Tech aims to provide a strong common visual identity to French startups as well as to promote entrepreneurial exchanges between them .,4,French Tech wants to help French companies work better together.,French Tech wants to help French startups look good together and work better with each other.,French Tech helps French startups look the same and exchange ideas with each other.,0.5188341,0.47807765,0.54868346,0.29530007,0.37986246,0.36120847,0.6601610779762268,0.7627696394920349,0.7939971685409546,0.5363032221794128,0.663770318031311,0.7748090624809265,0.0,0.0,0.0,0.5093305110931396,0.856084942817688,0.6652723550796509,3.3440729081630707,2.9614695012569427,2.455831617116928,1,1,1,2,3,3
The interior also contained a pegboard chess board connected to a pantograph -style series of levers that controlled the model 's left arm .,4,"Inside the robot, there was a special board that moved its arm.","Inside the model, there is a special board that helps move the arm.",There was a special chess board inside the robot that helped control its arm.,0.40899718,0.45074806,0.49818578,0.118854925,0.1523321,0.21115717,0.5102862119674683,0.5706858038902283,0.6467431783676147,0.7634955644607544,0.8786153197288513,0.7171806693077087,0.0,0.0,0.0,0.5220925211906433,0.78256756067276,0.7815184593200684,3.2112858295440674,3.187429189682007,2.2445852756500244,1,1,1,3,3,3
"One of the first and most famous libraries was built in Alexandria , Egypt around the time of Ptolemy .",5,Alexandria had a famous library long ago.,One of the oldest and most famous libraries was in Alexandria.,"One of the oldest and most famous libraries was in Alexandria, Egypt.",0.4520619,0.8509493,0.8482806,0.07036073,0.40863228,0.4248279,0.8014715313911438,0.8532207012176514,0.8855531811714172,0.9284133315086364,0.5399209260940552,0.6059675812721252,0.0,0.0,0.0,0.5018900632858276,0.7248657941818237,0.6863680481910706,1.0182409286499023,0.5219864845275879,0.447857141494751,1,1,1,2,3,3
"Although I had a three day weekend , I did n't get much done because I procrastinated most of the time .",5,"Although I had a long weekend, I still had work to do.","Even though I had three days off, I didn't do much because I was lazy.","Even though I had three days off, I didn't get much done because I kept putting things off.",0.5765695,0.58398515,0.6110639,0.26304075,0.46425968,0.520348,0.667499840259552,0.7715902328491211,0.7393201589584351,0.640719473361969,0.9308121800422668,0.8991625308990479,0.0,0.0,0.0,0.6314370632171631,0.8103896975517273,0.7687953114509583,-0.2493462562561035,-1.1422876119613647,-0.7360658645629883,1,1,1,2,2,2
Obokata 's research has been questioned since other researchers were unable to duplicate her method for creating STAP cells .,5,Some scientists had trouble making special cells like Obokata.,Other scientists have had trouble making Obokata's experiment work.,Other scientists couldn't repeat Obokata's experiment to create STAP cells.,0.29910648,0.3147404,0.49605978,0.10768325,0.13418604,0.2836339,0.6872461438179016,0.6744017601013184,0.8360296487808228,0.7791566252708435,0.904740869998932,0.942616045475006,0.0,0.0,0.0,0.078738696873188,-0.0726407617330551,0.4743731319904327,2.677692651748657,2.4132447242736816,1.463267207145691,1,1,1,3,3,3
Do you think that Carl will be the valedictorian of the class of 2017 ?,5,Do you think Carl will be the best student?,Do you think Carl will be the top student in his class?,Do you think Carl will be the best student in his class in 2017?,0.72580135,0.6907236,0.6754289,0.47206357,0.53384894,0.5451059,0.802791953086853,0.8155425190925598,0.8373809456825256,0.2394878268241882,0.5285093784332275,0.5996041893959045,0.0,0.0,0.0,0.6562674641609192,0.7314664125442505,0.6261194348335266,2.832305192947388,2.5715086460113525,2.590447306632996,1,1,1,2,2,2
There is more than one way to make a great lasagna .,5,You can make a great lasagna in different ways.,You can make a good lasagna in different ways.,You can make a great lasagna in different ways.,0.70250237,0.6880202,0.70250237,0.54835415,0.5386416,0.54835415,0.9488213658332824,0.9376384615898132,0.9488213658332824,0.9673416614532472,0.969533145427704,0.9673416614532472,0.0,0.0,0.0,0.7564359307289124,0.8191227912902832,0.7564359307289124,-1.172187566757202,-0.5315892696380615,-1.1721861362457275,1,1,1,3,3,3
"Using cylindrical coordinates , the volume of a right circular cylinder can be calculated by integration over",5,We need to do math to find the volume of a cylinder.,You can find the volume of a cylinder using some math formulas.,"To find the volume of a cylinder, you need to use integration.",0.50618654,0.5653366,0.5165652,0.20208202,0.24745849,0.22116403,0.7268971800804138,0.7366185784339905,0.7583493590354919,0.6973998546600342,0.509149432182312,0.9845339059829712,0.0,0.0,0.0,0.1041563898324966,0.188663974404335,0.0695664882659912,4.567740708589554,3.33262637257576,4.051328271627426,1,1,1,3,4,4
"Bisques are heavy cream soups traditionally prepared with shellfish , but can be made with any type of seafood or other base ingredients .",5,Some soups have creamy fish.,This is a thick soup made with shellfish. You can also make it with other foods like vegetables.,"Traditional bisque is a creamy soup made with shellfish, but you can also use other types of seafood or different ingredients.",0.48421836,0.55040413,0.60251844,0.008751848,0.3047215,0.48426422,0.4359901845455169,0.5045897364616394,0.8837134838104248,0.1067715883255004,0.1511740237474441,0.9297258853912354,0.0,0.0,0.0,0.3863126635551452,0.9464773535728456,0.9229505062103271,2.8610767126083374,2.422784209251404,-0.5107101202011108,1,1,1,2,3,4
"Sigourney 's longitude and latitude coordinates in decimal form are 41.333244 , -92.203220 .",5,This place is in the United States.,Sigourney is in the northern United States.,Sigourney 's location is 41.333244° N and 92.203220° W.,-0.10064938,0.17809883,0.40800563,-0.48024592,-0.3998019,0.33936244,0.1137030571699142,0.5568105578422546,0.8123979568481445,0.0394498407840728,0.0871859043836593,0.3201163113117218,0.0,0.0,0.0,0.1164464801549911,0.0209156312048435,0.3635480999946594,3.353667140007019,2.9853321313858032,2.855986356735229,1,1,1,1,2,2
"Though AASHTO is not a government body , it possesses quasi-governmental powers in the sense that the organizations that supply its members customarily obey most AASHTO decisions .",5,People who work with AASHTO usually follow its rules.,"Even though AASHTO is not a government group, its members usually follow its rules.","Although AASHTO is not a government agency, it has some power like a government agency because its members usually follow its decisions.",0.38367018,0.5935176,0.6158505,0.20247182,0.4095145,0.5216932,0.5326793789863586,0.7231501340866089,0.7983673214912415,0.9546671509742736,0.9579273462295532,0.9412960410118104,0.0,0.0,0.0,0.5056282877922058,1.037198781967163,0.9611915946006776,4.415130063891411,3.2747649401426315,1.338837906718254,1,1,1,3,3,3
Krautchan . net is a German- language imageboard whose / int / board is frequented by English-speaking netizens .,5,Krautchan.net shares pictures.,Krautchan.net is a German website where people from other countries share photos.,Krautchan.net is a website where people post pictures and comments. Some of the people who use this site are from England.,0.6469171,0.5274911,0.42271876,-0.06146173,0.17877547,0.15918657,0.6219578981399536,0.7073546051979065,0.6853719353675842,0.7329362630844116,0.6952635645866394,0.6150895953178406,0.0,0.0,0.0,-0.3585381209850311,0.5415650010108948,1.0789132118225098,2.100658178329468,1.4866957664489746,1.6806988716125488,1,1,1,2,3,3
A related example is the multiset of solutions of an algebraic equation .,5,There are many answers to this type of math problem.,Think about all the possible answers to an algebraic equation.,An example is a collection of solutions to an algebraic equation.,0.32432735,0.49528575,0.7433735,0.10931745,0.22595948,0.50194585,0.3491941094398498,0.4971687793731689,0.8412773013114929,0.3744045197963714,0.5231673717498779,0.9425590634346008,0.0,0.0,0.0,0.2344516813755035,0.2404384016990661,0.0446882285177707,3.5211716890335083,0.3842340111732483,0.5354355573654175,1,1,1,2,4,5
Federalist No. 10 is generally regarded as the most important of the 85 articles from a philosophical perspective .,5,This article is useful.,Federalist No. 10 is an important article in the series.,Federalist No. 10 is considered the most important article of the 85 from a philosophical point of view.,0.29093027,0.72616076,0.76708174,0.018129788,0.39304224,0.71501666,0.2657670378684997,0.756322979927063,0.9236859679222108,0.0766834914684295,0.9141888618469238,0.9733489155769348,0.0,0.0,0.0,-0.3788081705570221,0.0368816591799259,0.0225242339074611,2.3880687952041626,1.6909598112106323,0.6503164768218994,1,1,1,1,3,4
